Disease,Bat,Brain,Epi,Heart,Kidney,Liver,Lung,SKM,Spleen,SubQ
"Benign neoplasm of brain, unspecified",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.28E-01,1.00E+00
"Brain Tumor, Primary",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.28E-01,1.00E+00
Recurrent Brain Neoplasm,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.28E-01,1.00E+00
Primary malignant neoplasm of brain,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.28E-01,1.00E+00
"Neoplasms, Intracranial",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.28E-01,1.00E+00
"Carcinoma, Transitional Cell",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.28E-01,1.00E+00
Autoimmune Diseases,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.28E-01,1.00E+00
Multiple congenital anomalies,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.28E-01,1.00E+00
Hemoglobin F Disease,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.28E-01,1.00E+00
Lymphopenia,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.28E-01,1.00E+00
Jeune thoracic dystrophy,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.29E-01,1.00E+00,1.00E+00,1.00E+00
Congenital Fiber Type Disproportion,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Malignant Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Benign Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Meningothelial meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Fibrous Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Psammomatous Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Angiomatous Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Hemangioblastic Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Hemangiopericytic Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Transitional Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Spinal Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Intracranial Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Clear Cell Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Xanthomatous Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Cerebral Convexity Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Parasagittal Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Intraorbital Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Intraventricular Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Olfactory Groove Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Secretory meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Microcystic meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Angioblastic Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Posterior Fossa Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Sphenoid Wing Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Papillary Meningioma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Malignant neoplasm of thyroid,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Testicular Germ Cell Tumor,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Early infantile epileptic encephalopathy with suppression bursts,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Restrictive cardiomyopathy,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Other restrictive cardiomyopathy,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.61E-01
Left Ventricular Hypertrophy,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.66E-01,1.00E+00,1.00E+00,1.00E+00
Chondrodysplasia Punctata,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.66E-01,1.00E+00,1.00E+00,1.00E+00
Aortic Rupture,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.66E-01,1.00E+00,1.00E+00,1.00E+00
"Aortic Aneurysm, Ruptured",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.66E-01,1.00E+00,1.00E+00,1.00E+00
Hemorrhage,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.66E-01,1.00E+00,1.00E+00,1.00E+00
Uremia,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.66E-01,1.00E+00,1.00E+00,1.00E+00
Epidermolysis Bullosa Progressiva,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.66E-01,1.00E+00,1.00E+00,1.00E+00
Junctional Epidermolysis Bullosa,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.66E-01,1.00E+00,1.00E+00,1.00E+00
Adult junctional epidermolysis bullosa (disorder),1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.66E-01,1.00E+00,1.00E+00,1.00E+00
"EPIDERMOLYSIS BULLOSA, JUNCTIONAL, LOCALISATA VARIANT (disorder)",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.66E-01,1.00E+00,1.00E+00,1.00E+00
Endometrioid carcinoma ovary,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.66E-01,1.00E+00,1.00E+00,1.00E+00
Cervix carcinoma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.66E-01,1.00E+00,1.00E+00,1.00E+00
Phyllodes Tumor,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.66E-01,1.00E+00,1.00E+00,1.00E+00
Malignant Cystosarcoma Phyllodes,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.66E-01,1.00E+00,1.00E+00,1.00E+00
Idiopathic pulmonary arterial hypertension,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.69E-01
Juvenile Myelomonocytic Leukemia,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.69E-01
Renal tubular acidosis,1.00E+00,1.00E+00,8.80E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Autoimmune Lymphoproliferative Syndrome,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,9.23E-01
Congenital aneurysm of ascending aorta,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,8.93E-01,1.00E+00,1.00E+00
Non-Small Cell Lung Carcinoma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.18E-01,1.00E+00,9.76E-01,1.00E+00
"Pheochromocytoma, Extra-Adrenal",1.00E+00,1.00E+00,9.02E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Organophosphorus Poisoning,1.00E+00,9.04E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Organophosphate poisoning,1.00E+00,9.04E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Organothiophosphonate Poisoning,1.00E+00,9.04E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Organothiophosphate Poisoning,1.00E+00,9.04E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Morvan's Disease,1.00E+00,9.04E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Neuropathy, Hereditary Sensory And Autonomic, Type IIA",1.00E+00,9.04E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Alcohol Related Birth Defect,1.00E+00,9.04E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Alcoholic Intoxication,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.04E-01,1.00E+00,1.00E+00,1.00E+00
Gastrointestinal Neoplasms,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.04E-01,1.00E+00,1.00E+00,1.00E+00
Diabetic Retinopathy,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.04E-01,1.00E+00,1.00E+00,1.00E+00
Gastric ulcer,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.18E-01,1.00E+00,1.00E+00,1.00E+00
Hypertrophy,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.18E-01,1.00E+00,1.00E+00,1.00E+00
Hemangiosarcoma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.18E-01,1.00E+00,1.00E+00,1.00E+00
Adrenocortical carcinoma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.18E-01,1.00E+00,1.00E+00,1.00E+00
MAJOR AFFECTIVE DISORDER 2,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.18E-01,1.00E+00,1.00E+00,1.00E+00
"Leukemia, Monocytic, Chronic",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.18E-01,1.00E+00,1.00E+00,1.00E+00
Myeloid Leukemia,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.18E-01,1.00E+00,1.00E+00,1.00E+00
Learning Disorders,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Adult Learning Disorders,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Learning Disturbance,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Learning Disabilities,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Developmental Academic Disorder,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Drug abuse,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Drug habituation,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Drug Use Disorders,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Organic Mental Disorders, Substance-Induced",1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Substance Dependence,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Substance Use Disorders,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Substance-Related Disorders,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Drug Dependence,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Prescription Drug Abuse,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Epilepsy,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Epilepsy, Cryptogenic",1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Aura,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Awakening Epilepsy,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Autism Spectrum Disorders,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Infantile nystagmus,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Neurobehavioral Manifestations,1.00E+00,9.21E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Colonic Neoplasms,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.23E-01
Flaccid Muscle Tone,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.23E-01
Muscle hypotonia,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.23E-01
Floppy Muscles,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.23E-01
Muscle Tone Atonic,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.23E-01
Unilateral Hypotonia,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.23E-01
Neonatal Hypotonia,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.23E-01
Leukocytosis,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.23E-01
Pleocytosis,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.23E-01
"Dysautonomia, Familial",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.23E-01
Embryonal Neoplasm,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.25E-01,1.00E+00
"Neoplasms, Germ Cell and Embryonal",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.25E-01,1.00E+00
Germ cell tumor,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.25E-01,1.00E+00
"Neoplasms, Embryonal and Mixed",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.25E-01,1.00E+00
Germ Cell Cancer,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.25E-01,1.00E+00
"Cancer, Embryonal",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.25E-01,1.00E+00
"Cancer, Embryonal and Mixed",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.25E-01,1.00E+00
Middle Cerebral Artery Syndrome,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.30E-01,1.00E+00,1.00E+00,1.00E+00
Middle Cerebral Artery Thrombosis,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.30E-01,1.00E+00,1.00E+00,1.00E+00
Middle Cerebral Artery Occlusion,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.30E-01,1.00E+00,1.00E+00,1.00E+00
"Infarction, Middle Cerebral Artery",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.30E-01,1.00E+00,1.00E+00,1.00E+00
Middle Cerebral Artery Embolus,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.30E-01,1.00E+00,1.00E+00,1.00E+00
Left Middle Cerebral Artery Infarction,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.30E-01,1.00E+00,1.00E+00,1.00E+00
"Embolic Infarction, Middle Cerebral Artery",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.30E-01,1.00E+00,1.00E+00,1.00E+00
"Thrombotic Infarction, Middle Cerebral Artery",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.30E-01,1.00E+00,1.00E+00,1.00E+00
Right Middle Cerebral Artery Infarction,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.30E-01,1.00E+00,1.00E+00,1.00E+00
Psychomotor Disorders,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.31E-01,1.00E+00
Psychomotor Impairment,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.31E-01,1.00E+00
Developmental Psychomotor Disorders,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.31E-01,1.00E+00
"Hereditary Sensory Autonomic Neuropathy, Type 2",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.31E-01,1.00E+00
Galloway Mowat syndrome,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.31E-01,1.00E+00
"Mammary Neoplasms, Experimental",1.00E+00,1.00E+00,1.00E+00,9.35E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Carcinoma, Small Cell",1.00E+00,1.00E+00,1.00E+00,9.35E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Congenital adrenal hyperplasia,1.00E+00,1.00E+00,1.00E+00,9.35E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Reticulosarcoma,1.00E+00,1.00E+00,1.00E+00,9.35E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Lymphoma, Mixed-Cell",1.00E+00,1.00E+00,1.00E+00,9.35E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Lymphoma, Undifferentiated",1.00E+00,1.00E+00,1.00E+00,9.35E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
High Grade Lymphoma (neoplasm),1.00E+00,1.00E+00,1.00E+00,9.35E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Lymphoma, Intermediate-Grade",1.00E+00,1.00E+00,1.00E+00,9.35E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Low Grade Lymphoma (neoplasm),1.00E+00,1.00E+00,1.00E+00,9.35E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Diffuse Mixed-Cell Lymphoma,1.00E+00,1.00E+00,1.00E+00,9.35E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Lymphoma, Diffuse",1.00E+00,1.00E+00,1.00E+00,9.35E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Idiopathic hypertrophic subaortic stenosis,1.00E+00,1.00E+00,1.00E+00,9.35E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
"Ceroid lipofuscinosis, neuronal 1, infantile",1.00E+00,1.00E+00,9.38E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Pheochromocytoma,1.00E+00,1.00E+00,9.38E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Keloid,1.00E+00,1.00E+00,1.00E+00,9.38E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Chronic schizophrenia,1.00E+00,9.86E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
"Neural tube defect, folate-sensitive",1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.48E-01,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00
Alzheimer's Disease,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
Presenile dementia,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
Lung Neoplasms,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
Malignant neoplasm of lung,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
"Alzheimer Disease, Late Onset",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
Acute Confusional Senile Dementia,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
"Alzheimer's Disease, Focal Onset",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
"Alzheimer Disease, Early Onset",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
Age related macular degeneration,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
"Aortic Aneurysm, Thoracoabdominal",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
Neoplasm Metastasis,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
Pancreatic Diseases,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
"Carcinoma, Lobular",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
Flushing,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
Involutional Depression,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
Involutional paraphrenia,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
"Psychosis, Involutional",1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
Seminoma,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,1.00E+00,9.60E-01,1.00E+00,1.00E+00,1.00E+00
